,,,,White,11.86%,8.41%,104372
,,,,American Indian or Alaska Native,20.91%,16.29%,1946
,,,,None of the above,10.83%,7.90%,16655
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",13.81%,10.33%,152877
,,"Total: Total includes all data under the ≥ 45 and &lt; 55 Years bucket, including data from rows not currently displayed.",Not Hispanic or Latino,Black or African American,26.49%,23.07%,25723
,,,,Native Hawaiian or Other Pacific Islander,23.70%,20.87%,460
,,,,Asian,18.57%,15.72%,13355
,,,,Other Race,18.36%,15.09%,14712
,,,,White,13.15%,9.75%,154048
,,,,American Indian or Alaska Native,23.35%,18.22%,1032
,,,,None of the above,14.57%,12.30%,2032
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",15.20%,11.85%,193561
,,,Hispanic or Latino,Black or African American,24.58%,20.53%,6509
,,,,Native Hawaiian or Other Pacific Islander,27.34%,21.35%,684
,,,,Asian,20.42%,19.37%,284
,,,,Other Race,26.00%,20.86%,21118
,,,,White,23.39%,19.04%,18163
,,,,American Indian or Alaska Native,21.48%,17.25%,1983
,,,,None of the above,19.31%,16.78%,1937
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",23.81%,19.16%,34176
,,,None of the above,Black or African American,25.35%,21.95%,3290
,,,,Native Hawaiian or Other Pacific Islander,26.73%,21.29%,202
,,,,Asian,23.24%,21.30%,925
,,,,Other Race,20.44%,16.90%,5793
,,,,White,16.76%,13.16%,12173
,,,,American Indian or Alaska Native,23.64%,19.57%,368
,,,,None of the above,12.86%,9.22%,26097
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",15.13%,11.53%,43262
,,,Total,Black or African American,26.03%,22.50%,35522
,,,,Native Hawaiian or Other Pacific Islander,26.00%,21.17%,1346
,,,,Asian,18.90%,16.14%,14564
,,,,Other Race,22.52%,18.27%,41623
,,,,White,14.40%,10.89%,184384
,,,,American Indian or Alaska Native,22.29%,17.79%,3383
,,,,None of the above,13.39%,9.91%,30066
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",16.28%,12.72%,270999
,≥ 55 and < 65 Years,Male,Not Hispanic or Latino,Black or African American,39.09%,33.81%,11757
,,,,Native Hawaiian or Other Pacific Islander,33.33%,27.86%,201
,,,,Asian,37.33%,32.75%,4455
,,,,Other Race,30.69%,26.21%,6977
,,,,White,23.36%,18.19%,92369
,,,,American Indian or Alaska Native,34.32%,28.60%,507
,,,,None of the above,22.91%,19.27%,825
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",25.43%,20.30%,108775
,,,Hispanic or Latino,Black or African American,38.96%,34.10%,2182
,,,,Native Hawaiian or Other Pacific Islander,39.92%,32.51%,243
,,,,Asian,44.44%,46.46%,99
,,,,Other Race,40.08%,33.61%,6869
,,,,White,36.15%,30.56%,6133
,,,,American Indian or Alaska Native,29.89%,25.12%,609
,,,,None of the above,28.87%,23.86%,679
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",36.79%,30.88%,11480
,,,None of the above,Black or African American,40.30%,36.44%,1191
,,,,Native Hawaiian or Other Pacific Islander,44.16%,41.56%,77
,,,,Asian,38.76%,36.52%,356
,,,,Other Race,36.12%,31.62%,1888
,,,,White,28.13%,23.11%,5763
,,,,American Indian or Alaska Native,41.18%,36.97%,119
,,,,None of the above,22.07%,15.85%,11606
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",25.25%,19.61%,19102
,,,Total,Black or African American,39.17%,34.06%,15130
,,,,Native Hawaiian or Other Pacific Islander,38.00%,32.05%,521
,,,,Asian,37.58%,33.30%,4910
,,,,Other Race,35.44%,30.09%,15734
,,,,White,24.38%,19.19%,104265
,,,,American Indian or Alaska Native,32.79%,27.69%,1235
,,,,None of the above,22.47%,16.48%,13110
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",26.34%,21.08%,139357
,,Female,Not Hispanic or Latino,Black or African American,37.36%,32.22%,13945
,,,,Native Hawaiian or Other Pacific Islander,30.20%,23.27%,245
,,,,Asian,27.53%,23.26%,5546
,,,,Other Race,23.35%,18.87%,8241
,,,,White,15.19%,10.72%,110488
,,,,American Indian or Alaska Native,26.85%,21.00%,581
,,,,None of the above,16.26%,12.32%,1015
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",17.94%,13.43%,130121
,,,Hispanic or Latino,Black or African American,35.62%,29.14%,3195
,,,,Native Hawaiian or Other Pacific Islander,37.83%,29.89%,378
,,,,Asian,28.10%,27.27%,121
,,,,Other Race,37.23%,29.40%,8890
,,,,White,32.60%,25.47%,7942
,,,,American Indian or Alaska Native,31.34%,25.50%,753
,,,,None of the above,31.79%,25.46%,711
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",34.07%,26.82%,14644
,,,None of the above,Black or African American,37.20%,31.40%,1535
,,,,Native Hawaiian or Other Pacific Islander,31.11%,24.44%,90
,,,,Asian,30.22%,28.54%,417
,,,,Other Race,28.36%,22.47%,2479
,,,,White,21.01%,15.51%,6783
,,,,American Indian or Alaska Native,30.51%,23.16%,177
,,,,None of the above,14.95%,10.22%,14359
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",18.40%,13.48%,23380
,,,Total,Black or African American,37.05%,31.63%,18675
,,,,Native Hawaiian or Other Pacific Islander,34.36%,26.93%,713
,,,,Asian,27.73%,23.70%,6084
,,,,Other Race,30.28%,24.10%,19610
,,,,White,16.61%,11.91%,125213
,,,,American Indian or Alaska Native,29.52%,23.49%,1511
,,,,None of the above,15.77%,11.02%,16085
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",19.41%,14.60%,168145
,,"Total: Total includes all data under the ≥ 55 and &lt; 65 Years bucket, including data from rows not currently displayed.",Not Hispanic or Latino,Black or African American,38.15%,32.94%,25706
,,,,Native Hawaiian or Other Pacific Islander,31.61%,25.34%,446
,,,,Asian,31.90%,27.49%,10003
,,,,Other Race,26.71%,22.23%,15220
,,,,White,18.91%,14.12%,202890
,,,,American Indian or Alaska Native,30.33%,24.54%,1088
,,,,None of the above,19.27%,15.47%,1842
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",21.35%,16.56%,238937
,,,Hispanic or Latino,Black or African American,36.97%,31.15%,5378
,,,,Native Hawaiian or Other Pacific Islander,38.65%,30.92%,621
,,,,Asian,35.45%,35.91%,220
,,,,Other Race,38.47%,31.24%,15760
,,,,White,34.14%,27.69%,14076
,,,,American Indian or Alaska Native,30.69%,25.33%,1362
,,,,None of the above,30.36%,24.68%,1390
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",35.27%,28.60%,26125
,,,None of the above,Black or African American,38.54%,33.59%,2727
,,,,Native Hawaiian or Other Pacific Islander,37.13%,32.34%,167
,,,,Asian,34.15%,32.21%,773
,,,,Other Race,31.71%,26.42%,4368
,,,,White,24.28%,19.00%,12547
,,,,American Indian or Alaska Native,34.80%,28.72%,296
,,,,None of the above,18.13%,12.73%,25966
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",21.48%,16.24%,42486
,,,Total,Black or African American,37.99%,32.71%,33811
,,,,Native Hawaiian or Other Pacific Islander,35.90%,29.09%,1234
,,,,Asian,32.13%,27.99%,10996
,,,,Other Race,32.57%,26.77%,35348
,,,,White,20.14%,15.22%,229513
,,,,American Indian or Alaska Native,30.99%,25.38%,2746
,,,,None of the above,18.78%,13.47%,29198
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",22.55%,17.54%,307548
,≥ 65 and < 75 Years,Male,Not Hispanic or Latino,Black or African American,47.99%,41.08%,6695
,,,,Native Hawaiian or Other Pacific Islander,35.29%,27.45%,102
,,,,Asian,44.40%,38.27%,3002
,,,,Other Race,36.49%,30.40%,5185
,,,,White,29.12%,21.86%,77099
,,,,American Indian or Alaska Native,42.09%,34.18%,316
,,,,None of the above,30.15%,23.39%,607
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",31.00%,23.78%,87158
,,,Hispanic or Latino,Black or African American,49.96%,43.21%,1303
,,,,Native Hawaiian or Other Pacific Islander,54.55%,47.11%,121
,,,,Asian,55.56%,55.56%,54
,,,,Other Race,50.86%,41.66%,3315
,,,,White,43.54%,35.19%,3220
,,,,American Indian or Alaska Native,48.37%,42.68%,246
,,,,None of the above,43.20%,35.05%,331
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",46.11%,37.37%,5949
,,,None of the above,Black or African American,49.84%,46.98%,630
,,,,Native Hawaiian or Other Pacific Islander,45.24%,42.86%,42
,,,,Asian,53.85%,47.86%,234
,,,,Other Race,40.32%,35.26%,950
,,,,White,32.33%,26.18%,4037
,,,,American Indian or Alaska Native,48.48%,40.91%,66
,,,,None of the above,27.61%,19.32%,7403
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",30.52%,23.30%,12435
,,,Total,Black or African American,48.42%,41.83%,8628
,,,,Native Hawaiian or Other Pacific Islander,45.66%,38.87%,265
,,,,Asian,45.26%,39.24%,3290
,,,,Other Race,41.92%,34.84%,9450
,,,,White,29.82%,22.58%,84356
,,,,American Indian or Alaska Native,45.22%,38.22%,628
,,,,None of the above,28.41%,20.24%,8341
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",31.79%,24.49%,105542
,,Female,Not Hispanic or Latino,Black or African American,47.33%,40.38%,9043
,,,,Native Hawaiian or Other Pacific Islander,35.95%,30.72%,153
,,,,Asian,37.85%,31.97%,4013
,,,,Other Race,30.26%,23.77%,5982
,,,,White,20.70%,14.75%,93448
,,,,American Indian or Alaska Native,36.26%,27.20%,364
,,,,None of the above,27.50%,20.99%,629
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",23.50%,17.46%,106512
,,,Hispanic or Latino,Black or African American,47.77%,39.33%,1790
,,,,Native Hawaiian or Other Pacific Islander,50.70%,43.72%,215
,,,,Asian,51.35%,36.49%,74
,,,,Other Race,49.63%,39.10%,4731
,,,,White,42.20%,32.26%,4460
,,,,American Indian or Alaska Native,43.52%,33.64%,324
,,,,None of the above,42.93%,34.99%,403
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",44.81%,34.78%,8132
,,,None of the above,Black or African American,47.40%,43.33%,884
,,,,Native Hawaiian or Other Pacific Islander,51.52%,39.39%,66
,,,,Asian,45.49%,40.16%,244
,,,,Other Race,38.25%,31.08%,1255
,,,,White,26.72%,19.84%,4839
,,,,American Indian or Alaska Native,47.87%,37.23%,94
,,,,None of the above,20.76%,14.23%,9264
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",24.59%,18.11%,15382
,,,Total,Black or African American,47.40%,40.45%,11717
,,,,Native Hawaiian or Other Pacific Islander,45.62%,38.48%,434
,,,,Asian,38.51%,32.51%,4331
,,,,Other Race,38.75%,30.60%,11968
,,,,White,21.92%,15.75%,102747
,,,,American Indian or Alaska Native,40.66%,31.07%,782
,,,,None of the above,22.04%,15.45%,10296
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",24.96%,18.62%,130026
,,"Total: Total includes all data under the ≥ 65 and &lt; 75 Years bucket, including data from rows not currently displayed.",Not Hispanic or Latino,Black or African American,47.61%,40.68%,15738
,,,,Native Hawaiian or Other Pacific Islander,35.69%,29.41%,255
,,,,Asian,40.66%,34.68%,7016
,,,,Other Race,33.14%,26.84%,11171
,,,,White,24.51%,17.96%,170562
,,,,American Indian or Alaska Native,38.97%,30.44%,680
,,,,None of the above,28.80%,22.17%,1236
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",26.87%,20.30%,193687
,,,Hispanic or Latino,Black or African American,48.69%,40.96%,3093
,,,,Native Hawaiian or Other Pacific Islander,52.08%,44.94%,336
,,,,Asian,53.13%,44.53%,128
,,,,Other Race,50.14%,40.16%,8046
,,,,White,42.76%,33.49%,7680
,,,,American Indian or Alaska Native,45.61%,37.54%,570
,,,,None of the above,43.05%,35.01%,734
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",45.36%,35.87%,14081
,,,None of the above,Black or African American,48.41%,44.85%,1514
,,,,Native Hawaiian or Other Pacific Islander,49.07%,40.74%,108
,,,,Asian,49.58%,43.93%,478
,,,,Other Race,39.12%,32.86%,2206
,,,,White,29.27%,22.72%,8877
,,,,American Indian or Alaska Native,48.13%,38.75%,160
,,,,None of the above,23.80%,16.48%,16671
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",27.24%,20.43%,27823
,,,Total,Black or African American,47.83%,41.03%,20345
,,,,Native Hawaiian or Other Pacific Islander,45.64%,38.63%,699
,,,,Asian,41.43%,35.42%,7622
,,,,Other Race,40.14%,32.46%,21423
,,,,White,25.48%,18.82%,187119
,,,,American Indian or Alaska Native,42.70%,34.26%,1410
,,,,None of the above,24.89%,17.59%,18641
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",28.02%,21.25%,235591
,75 Years or more,Male,Not Hispanic or Latino,Black or African American,48.12%,40.78%,3487
,,,,Native Hawaiian or Other Pacific Islander,42.50%,36.25%,80
,,,,Asian,43.92%,37.08%,2031
,,,,Other Race,37.25%,29.91%,3270
,,,,White,30.50%,22.38%,56512
,,,,American Indian or Alaska Native,40.98%,32.20%,205
,,,,None of the above,28.65%,21.89%,370
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",31.81%,23.71%,62268
,,,Hispanic or Latino,Black or African American,47.68%,38.58%,604
,,,,Native Hawaiian or Other Pacific Islander,46.55%,36.21%,58
,,,,Asian,40.63%,34.38%,32
,,,,Other Race,50.56%,39.57%,1529
,,,,White,42.53%,34.46%,1599
,,,,American Indian or Alaska Native,42.86%,27.55%,98
,,,,None of the above,54.78%,45.22%,157
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",45.57%,36.12%,2921
,,,None of the above,Black or African American,44.35%,38.14%,354
,,,,Native Hawaiian or Other Pacific Islander,-,-,18
,,,,Asian,41.04%,38.81%,134
,,,,Other Race,39.91%,31.71%,451
,,,,White,32.10%,26.96%,2860
,,,,American Indian or Alaska Native,-,-,24
,,,,None of the above,31.38%,20.56%,3254
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",32.46%,24.53%,6646
,,,Total,Black or African American,47.76%,40.27%,4445
,,,,Native Hawaiian or Other Pacific Islander,44.23%,37.18%,156
,,,,Asian,43.70%,37.14%,2197
,,,,Other Race,41.35%,32.88%,5250
,,,,White,30.89%,22.91%,60971
,,,,American Indian or Alaska Native,41.28%,30.58%,327
,,,,None of the above,32.08%,21.71%,3781
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",32.43%,24.29%,71835
,,Female,Not Hispanic or Latino,Black or African American,46.94%,39.56%,5854
,,,,Native Hawaiian or Other Pacific Islander,36.04%,31.53%,111
,,,,Asian,39.37%,33.25%,2370
,,,,Other Race,29.41%,23.52%,4438
,,,,White,21.96%,15.45%,80162
,,,,American Indian or Alaska Native,30.08%,25.19%,266
,,,,None of the above,18.49%,14.91%,503
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",23.99%,17.43%,88613
,,,Hispanic or Latino,Black or African American,49.37%,41.09%,954
,,,,Native Hawaiian or Other Pacific Islander,56.99%,39.78%,93
,,,,Asian,47.06%,41.18%,51
,,,,Other Race,51.60%,39.38%,2529
,,,,White,43.14%,33.33%,2610
,,,,American Indian or Alaska Native,45.03%,35.76%,151
,,,,None of the above,38.78%,33.33%,294
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",45.49%,35.01%,4773
,,,None of the above,Black or African American,50.22%,45.88%,667
,,,,Native Hawaiian or Other Pacific Islander,-,-,31
,,,,Asian,40.10%,39.06%,192
,,,,Other Race,36.82%,31.08%,785
,,,,White,26.47%,22.47%,4170
,,,,American Indian or Alaska Native,47.50%,32.50%,40
,,,,None of the above,23.86%,16.54%,5352
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",26.75%,21.15%,10523
,,,Total,Black or African American,47.55%,40.32%,7475
,,,,Native Hawaiian or Other Pacific Islander,43.83%,34.04%,235
,,,,Asian,39.57%,33.83%,2613
,,,,Other Race,37.40%,29.46%,7752
,,,,White,22.81%,16.33%,86942
,,,,American Indian or Alaska Native,36.54%,29.32%,457
,,,,None of the above,24.13%,17.21%,6149
